uid	gender	age	occupation	seq
2918	1	1	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,1755,1685,17,745,1771,605,1850,3346,1388,1,34,3344,28,510,473,1109,1236,337,519,1733,7,515,2809,2898,197,2123,224,574,2478
143	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,2381,2660,2576,212,2235,2283,2623,3184,2033,2269,2390,2368,2094
2025	1	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,430,918,797,2527,2464,3094,2335,3121,1019,2771,3039,999,1075,1088,2002,954,794,2637,1114,1151,1035,1136,3115,1691,1122,2987,2051,2024,1,2660,1789,3459,2470,1109,3267,2761,2827,564,300,1192,2668,503,2197,2623,140
2211	0	3	3	0,0,0,0,0,0,0,692,1043,564,2477,1103,836,2527,1100,2771,787,2696,1,2730,39,2464,1109,3267,2711,21,1122,1899,338,2058,2826,3454,1424,3162,2753,2390,2374,1446,2841,1533,2004,2106,1237,133,416,3399,756,2162,476,1404,2465,515,3455,3194,568,897,943,812,808,797,809,576,300,3083,1040,2984,1049,1755,1483,2197,2097,140,1192,34,2802,843,2727,1097,2755,3085,971,505,2762,318,1994,2535,2014,1683,3156,1115,832,484,2029,1569,1130,563,989,151,1947,896
334	1	3	7	2197,1093,140,1239,1974,1483,151,3110,330,1461,604,1465,723,1227,133,1492,514,1326,2192,740,1203,2764,466,2132,135,2233,2888,1879,360,480,971,949,3092,1178,1060,3085,1375,2106,3297,3238,793,1279,1103,2991,563,1105,2761,562,1659,1205,2297,1789,1146,1076,2585,1696,1090,1132,1102,2986,2985,1457,2464,2650,953,1101,1446,1066,2521,3066,3116,2744,2582,3162,1141,2758,1079,2984,3252,2614,1049,821,804,1901,1218,1135,1981,2043,2102,1378,106,964,50,1693,1636,3123,2560,2724,3496,3298
862	1	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,358,659,2380,992,2381,2660,2374,2360,2370,2667,2443,2054,1639,2550,2286,2127,2551,2826,2270,2264,2186,2912,2183,2435,2511,2738,2575,2771
3711	1	2	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,1040,2768,273,2889,1067,1680,3322,1065,679,799,815,812,801,1059,2668,2534,1684
3355	1	1	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,969,1040,499,564,232,1059,2576,1269,2434,1992,1755,2630,152,34,32,2771,433,1223,119,146,1419,1,17,1081,507,1144,2834
571	1	3	0	1407,47,50,2261,1235,16,1981,1400,2583,1177,2906,1783,1203,1637,1368,666,1398,966,3146,1,2660,1109,2095,1992,473,2375,323,2058,1651,940,1424,1313,2054,2892,1326,1293,1833,2004,133,2477,1132,1225,1789,3153,1114,2582,1066,2857,1151,3454,3281,1950,1686,1835,2070,2213,1446,1836,1226,2470,3135,2106,3066,2168,2465,246,759,1042,1060,1044,2046,1067,1218,1755,1043,1681,1084,433,2614,1919,3355,2618,450,2616,994,2615,563,2224,2720,330,3138,3233,1840,1371,963,279,1497,530,2584,2680
4424	0	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,843,805,1931,834,844,819,840,801,812,787,1926,3209,817,1929,807
1815	1	2	19	2366,1242,1271,1694,526,39,338,2054,2058,1651,329,417,2711,560,1424,2552,1880,1578,1371,490,170,1509,537,1613,2443,447,2892,416,68,1849,2004,1123,1326,393,2233,133,71,476,707,3217,238,568,519,116,515,2435,1400,3322,1093,433,458,2906,561,450,2703,301,1637,354,2186,358,1492,334,1368,966,3282,1327,330,2284,1279,1978,559,316,155,1394,271,1441,708,637,1262,1427,1381,2890,1801,1640,1994,788,2005,2002,808,2532,1675,566,911,345,918,2635,1142,612,2797,962
1181	0	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,1784,2800,2510,2262,2527,2498,2380,2374,2360,2370,2444,2445,2813,3027,3028,2550,2658,2393,2301,2270,2264,2093,2183,2095,2912,1322,2398,2738,2435,2511,2771,2650,300,759,1235,2297,239,3110,1982,1832,2088,1427,2241,1710,1218,1219,1181,1102,1721,1822,1718,3303,1846,1711,1713,1714,3184,3121,3344
2628	1	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,1407,1148,797,2360,2576,2054,2384,2851,2283,3153,2623,2434,2865,2282,2284,576
1402	1	1	4	0,0,0,0,0,0,0,0,0,0,0,246,1056,418,3383,2318,2319,2261,563,143,3147,3123,1042,2435,992,2527,2380,2374,2360,3027,2240,3028,2827,2390,2011,2198,2095,2511,2436,2650,2648,2985,1190,1207,3416,2840,1235,1060,561,1084,971,2583,3085,456,1375,1371,1227,1334,3294,2692,702,1044,919,3025,1755,1218,1148,433,1086,1135,450,1043,1727,1682,1919,2895,1400,3138,974,1783,1733,1892,358,2297,1398,1203,1978,1538,361,93,455,135,2764,275,3062,1212,2108,1729,2167,3356
1579	1	3	1	3512,3505,2527,992,2374,2660,2443,2576,2054,212,3153,3027,2036,2813,2827,2623,3094,106,2814,1128,797,561,2464,2615,1693,1456,1103,456,1371,2335,3507,612,3226,3146,918,1885,1042,517,2605,1044,1074,1063,1070,1064,3279,1071,1225,1114,2584,1076,1144,1043,1137,3408,1083,1084,2637,964,2970,1855,1685,2650,1143,2706,1033,1689,3298,1132,953,1056,1046,1135,1045,919,2166,1747,2521,1955,2985,1151,971,2680,1006,2586,3042,1727,2632,1789,1140,2726,2975,1032,1795,1020,2051,2582,2528,1801,1688,1721
2906	0	2	0	1135,1044,1207,1103,562,808,1371,456,2318,2650,1771,2583,2223,2827,1858,1209,1119,1208,2728,605,1205,624,2390,2434,2366,2093,2435,2436,2771,1060,2261,1065,2852,433,813,797,358,1721,2895,1398,1436,559,2222,1538,3282,1835,1722,1045,1114,3085,702,1334,1738,2335,1222,1004,674,1,1071,337,140,999,812,517,1225,1076,3137,1424,1151,3016,1400,1543,2585,925,2464,526,3344,2532,953,1375,804,2613,745,2162,1789,576,3068,3431,1132,3267,954,251,2425,566,507,248,612,345,1808,1471
3582	1	3	18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,2307,1356,3457,3433,3422,3424,3399,279,759,1148,1044,246
926	1	3	14	85,759,3330,812,3401,503,2730,2477,2051,2986,1950,1151,2470,2761,2582,1066,1446,2857,1727,3162,2585,1825,2698,3137,2105,1686,3066,1952,1968,1806,2156,2106,1858,3095,2841,1078,1640,1400,2830,1398,330,21,2126,3036,487,361,1205,2764,1733,2297,310,2913,1377,410,2681,880,920,3429,297,396,2111,3416,3312,2948,2988,1067,3115,2727,2850,1116,1107,3327,1040,107,2987,2984,3085,1641,2696,2750,1682,1683,2847,2535,2790,3109,2844,2849,956,2820,3038,1012,3117,2108,3048,3318,2219,2215,2217,2230
952	1	2	0	705,1806,1815,1636,1362,517,1111,1510,1027,679,3085,32,3383,857,1738,1227,2154,2224,3292,2106,2374,2223,310,1209,3138,2092,2692,1070,968,1054,964,41,1116,1086,1068,2559,3346,152,1003,232,1640,1457,1994,1747,166,119,1578,2094,2826,2711,745,1019,329,223,338,447,2004,1364,614,568,1985,11,515,2380,2958,2949,3121,997,2984,1677,1483,842,2197,1137,290,1090,140,1456,1490,2668,1033,2402,996,291,2802,2623,2985,1465,1689,2833,2126,1285,3137,1950,1919,505,2747,2885,593,318
4804	1	5	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184,1079,3077,1148,2390,2532,2002,2095,11,337,2058,841,476,1789,558,39,560,515,2360,2539,2169,1448,513,353
3644	1	2	15	0,0,0,0,0,0,2895,2380,2262,2498,2360,2381,2370,2054,2132,2550,1639,967,2286,2390,2364,707,802,2270,2408,2186,2198,2282,1740,2435,2811,2650,2376,2771,1044,2611,1218,1046,1067,456,759,2065,1148,1084,106,1755,1060,1042,1068,1919,1400,919,2614,1043,1047,450,3252,1066,433,2261,2618,1727,1682,2616,1050,1106,1103,246,1056,1135,1841,578,1119,2583,1207,330,666,900,2991,1209,949,2105,1840,1079,3454,3039,971,2541,1899,1732,3092,348,2307,1742,1865,1886,1918,902,299,892
788	0	3	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,1868,2051,491,3532,3528,3094,2949,2879,2283,2095,2660,1340,1,34,338,2718,212,1424,1651,337,2894,2830,646,1509,1343,325,2123,1364,2886,2282,476,996,964,1020,1955,970,1690,1689,2413,1090,1696,3373,968,1109,36,279,1407,50,2090,1285,276,1675,300,289,2036,1483,2576,220,1491,2024,1569,1375,296,2762,326,32,1465,2435,1115,745,451,1426,7,3419,1103,1079,721,1941,1891,1950,2180,2268,3121
5608	0	2	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,107,3053,1128,802,2963,812,797,801,2405,924,2406,2746,2059,1992,117,1088,1551,1081
4650	1	3	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,1043,1056,1044,1042,106,246,1746,1135,759,1067,919,2261,2368,829,1035,2807,949,2470,1899,3092,1114
3500	1	3	16	2596,1855,1102,970,3211,2593,1790,1056,1991,2650,2632,971,2541,1158,3281,2585,2586,1794,2730,1721,1684,2418,3162,1687,992,1457,1875,1006,2013,1886,2751,994,1149,1793,955,3160,3092,3091,2070,998,1096,1122,3115,1218,2806,949,1641,3085,1862,2335,1736,1179,1184,2691,2215,2318,2756,2045,1902,1065,679,958,813,1857,1168,1885,1675,2960,3156,811,792,858,2342,3088,860,2340,1097,817,801,2292,1925,842,808,816,3528,3491,3349,3373,1792,739,2631,1052,3480,554,759,1067,2584,1108,1683,2583
5350	0	2	7	1528,557,11,1974,2360,133,1606,1045,1225,2528,1044,1036,1071,2725,1042,1102,1688,1132,2751,1789,3153,2637,1955,1084,1066,1135,1129,1693,953,1684,1033,2632,2244,3295,2986,1114,1137,2730,2857,2390,1140,563,2470,2582,1790,1021,1446,1151,2166,2423,1056,2051,34,940,1023,1326,1313,3114,246,679,1077,2261,1052,1737,813,1209,2318,1190,1736,1459,1208,1738,2307,1739,2650,180,564,561,2703,812,802,1664,801,1128,818,795,819,1929,2097,820,1666,1026,1746,797,1082,799,815,792,793,960
281	0	3	0	759,2960,572,554,152,1003,2355,2669,232,2918,3491,3529,1144,1143,2680,1074,3153,1032,1103,2985,1801,1950,970,3042,1020,964,2970,3295,1855,1690,2430,2413,2942,1226,3066,1021,3279,1071,2593,2317,917,1059,2090,2236,1285,1497,1500,22,1837,508,1067,3335,1040,107,3329,1107,1681,2987,3324,1054,1945,1012,3109,2790,2847,3272,2528,1036,3275,1053,1120,1091,958,2931,1680,3069,2403,1792,3156,3150,1407,1027,3301,3161,2852,2540,403,793,50,792,2802,1533,3528,1122,3121,1422,2435,1465,1065,3039
2696	1	3	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,3094,1129,3346,2957,2527,106,964,3454,276,1103,2464,2803,561,2054,1371,69,2825,3508,3480
3165	1	3	0	2822,2511,3431,272,2814,2283,2932,1992,968,1413,3480,3496,3173,3094,3027,3175,2236,3491,2527,3121,561,1103,2464,1456,1994,1285,1693,2154,456,1371,2335,994,605,2825,3348,3184,3383,3145,3147,3344,2558,47,1724,2047,1126,3528,3532,1151,3042,1837,3038,3467,2024,2949,3476,2983,3375,1143,666,1686,646,2297,2755,1052,1102,1068,3085,1682,2711,564,1684,919,1683,2892,1158,337,2583,871,2380,966,759,999,812,2261,1084,1129,1436,1960,1204,3139,1463,50,1136,1109,2435,2758,1947,2162,810,1224
2234	0	4	15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,3528,3147,2095,1109,447,1994,2390,2477,953,2986,1151,2464,1899,2470,1114,1955,2585,1103,3153,1727,2582,503,300,1192,1483,1755,561,433,2583,21,106,456,1371,1400,871,343,562,1733,666,330,59,361,148,10
1319	1	3	0	2283,844,3047,787,1992,2660,2771,2095,517,1052,813,679,1045,2630,3322,576,1407,963,1432,2623,32,2368,554,1110,2375,2094,1569,318,663,524,1109,1502,1223,1004,674,1027,3166,3341,3384,3157,1074,3279,1225,1801,2868,2586,953,1068,1036,3281,1688,1790,1057,1021,1073,1839,1919,1954,2866,1246,1067,999,954,1054,1080,2696,1147,2060,1724,1946,1136,1012,3085,1903,949,2599,2847,3272,471,3402,2452,1740,1053,1091,958,3094,2814,797,2615,1113,561,3507,1371,2153,1069,1023,1007,1,220,2019
3155	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,1040,2380,2527,2831,2374,2922,2660,2932,2640,2132,212,2054,2396,2677,2386,3028,2827,2390,3184,2434,707,2814,2198,2569,2186,2282,2252,2095,2738,2435,2771,3388,2650,3383,3094,2829,3346,1407,1510,963,279,1059,576,276,50,47,765,1640,2236,1974,1313,530,6,1428,69,2886,2261,561,2583,1061,456,1459,1371,1190,75,1394,310,702,579,1222
57	1	2	2	1066,3094,3162,3507,2154,1142,2623,1721,1424,447,1422,1901,1326,1446,2021,1139,1862,905,2036,2464,971,1313,2029,1090,2058,612,2899,857,986,1033,2582,2765,2718,3137,3317,1145,2536,473,1864,636,338,2033,2730,3089,2698,39,566,2162,2468,1509,1056,3454,1752,2380,1285,1682,1803,1782,2857,323,348,2803,990,2758,3528,2828,337,3476,1849,2560,1843,813,1865,1842,2827,3294,1841,1637,1830,2106,1227,2223,2153,2318,1738,622,2728,2335,2012,2063,624,298,1779,2293,702,2346,2692,1760,710,411
3200	0	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1689,971,564,1755,2802,2838,991,1533,2029,2762,1224,1115,941,3431,47,1408,2888,2380,24,2625,3388,568,1491,1570,2040,1994,559,1558,525,238,710,1422,574,102,1879,224,973,3054,60,3089
845	0	2	16	722,1384,1187,3300,2261,106,433,561,3036,456,2764,1203,2052,1398,1368,2374,2913,2436,357,2550,158,3480,3027,3147,3388,3225,576,564,1407,1192,2435,2090,1569,47,430,1436,740,3282,466,175,566,2771,560,2054,345,2527,1533,1,2024,1242,526,39,2366,2830,348,2886,646,476,299,2398,573,264,840,918,2464,1113,2303,500,2154,1130,3497,1151,1747,1457,1968,2105,1825,1806,1950,1870,2475,919,1721,2584,3116,1084,2758,1969,300,503,1483,1059,2576,1188,1420,505,2029,1461,1375,2362
2331	1	3	11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,279,1208,3480,3085,1084,517,951,679,561,2342,246,2261,1114,32,971,3298,2224,1097,2583,2648,902,994,1436,1209,1368,1736,1207,3294,2728,1190,2222,2374,310,2106,1205,710
190	0	4	15	3083,679,1065,1675,3234,1168,1122,1138,999,1080,1136,3039,2790,1079,3267,3480,674,1347,1004,954,34,2283,2477,1109,2019,2771,560,3344,2255,1821,81,1431,1540,1422,212,2272,802,808,2395,2630,2215,1094,3491,3391,1033,329,554,968,21,3322,576,1313,3294,1605,606,1955,955,1980,2059,1,279,300,205,792,3494,28,1044,1071,1043,1070,2730,2464,1137,2637,1875,1685,2390,1108,2650,2963,1510,1078,433,2807,3298,358,2906,949,2632,1050,2540,841,992,914,338,39,3016,1020,1642,1615
1354	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,2156,2360,2443,2054,2677,212,2851,3153,2127,2434,857,2186,2527,3027,2390,2658,3184,3497,1698,1184,1724,2297,2109,1682,2335,1919,3282,3182,3162,999,954,246,1132,2102,1642,1833,1407,964,918,2841,1549,1710,106,1092,1888,358,279,819,1178,1510,1046,1456,1078,958,1066,3138,1043,3139,1065,276,963
2284	1	2	17	2932,3225,2935,1407,279,657,1059,1004,564,289,50,503,1152,2283,232,1640,2660,458,963,1483,718,2095,879,2623,1992,32,36,1074,1225,3276,517,246,2470,949,1825,233,710,2307,348,1732,679,1086,968,1755,1046,964,1068,1236,151,1056,337,604,1408,3066,252,2101,3059,759,2368,300,674,98,1087,1192,2668,511,3322,1109,1432,2559,2435,291,1476,2261,433,2094,969,2619,1385,561,1271,1027,2579,25,1615,605,2949,2443,2054,2384,2262,2360,2380,212,2366,2036,707,2826,2650,2183
5810	1	3	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162,3105,2435,1663,1636,3194,568,3101,2692
3613	1	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,2398,1040,2261,1114,2616,2817,2828,1067,759,561,246,1148,1043,1682,1218,1044,1755,1056,1681,1135,3252,2614,456,919,2615,1131,1918,2656,2895,2611,3298
1287	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2111,3072,2235,2261,1428,32,2435,963,1515,47,576,561,2090,1235,1413,320,1597,2559,3383,929,433,2511,939,1436,1942,1510,1368,1375,24,702,298,2307,1645,1459,1394,1529,418,775,2350,2127,2583,1371,3292,456,175,75,186,2022,1334,1622,1851,1249,2038
339	0	3	3	2650,2892,1858,11,1533,395,1173,1972,3401,2212,1178,1843,2897,2068,2550,919,1568,2014,1849,386,827,3217,3039,943,2894,3334,1416,3454,230,825,272,2168,2077,2455,496,666,320,186,2097,1911,2857,1058,2436,2452,1867,562,462,2464,2465,2215,1113,1810,1201,2470,331,2435,431,3449,2985,1218,244,1805,3092,39,2004,1956,2074,262,1546,1184,2021,285,2108,1682,1358,1295,1302,1459,1035,2262,2907,974,1187,561,1919,1994,1760,1950,1690,812,2040,2585,143,2192,3068,2934,898,2054,476,2297
1429	1	2	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,3490,2442,2434,273,3298,3297,1510,2623,1459,183,759,3347,992
5211	1	4	2	2540,1901,3076,1908,1909,1903,3231,1050,2602,3053,679,811,840,3077,2752,1128,802,2326,839,1091,2292,3088,836,2405,2400,997,958,1035,1144,1054,1124,2989,2065,1174,810,1143,835,1659,567,979,1136,2753,2745,1125,1672,2403,1340,1079,2033,1875,2535,1145,2048,789,3118,1422,554,1030,2527,2695,1740,1840,2272,825,3264,473,57,1467,1246,2402,3157,1673,1059,2683,3114,2748,657,848,675,794,3378,1168,1117,2899,1803,906,902,21,2607,2311,447,3279,3343,3373,1158,2420,3445,3094,3507,3457
316	1	3	6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1042,342,1755,2527,1094,2813,1093,3344,456,3346,3226,1885,1126,252,3165,3124
4304	0	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,106,3184,3197,2527,2737,2826,2711,2838,2738,2780,2912,1035,801,788,1640,805,1056,1457,1893,3147,17,2262,2703,1422,338,39,1463,581,1236,358,1850,1516,1528,1466,1825,1492,285,2900,720,197,1756,1604,320,745,337,1733,804,2105,1311,48,1570,3092,224,1265,1896,646,211,559,2311,1618,3414,2380,212,2054,2557,2036,2393,2364,2033,2434,802,2142,24,2186,1322,2398,2183,2095,2511,2436
1443	0	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,2452,2527,2095,34,1109,2660,1992,2283,2718,166,2552,2094,490,1424
5855	0	1	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,337,788,1075,804,1020,789,57,1151
2642	0	3	6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1992,801,1075,788,2095,1091,251,1457,803,1109,3264,1994,57,2765
2705	0	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,1043,962,971,48,2527,2813,2095,3264,808,788,50,799,1044,801,809,2368,1850,791,342,1805,39,323,1109,1955,1213,11,320,358,1491,2349,1870,1173,515,939,646,1871,2000,2024,1049,1603,996,1121,537,17,1696,2036,507,1644,2437,1146,2894,1130,235,2838,2891,2809,740,3411,910,659,1244,263,2909,2386,1872,1675,2255,2635,345,918,526,560,566,937,1806,1821,2093,1809,949,348,1899,2301,1818,2464,1428
1035	1	6	18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,1044,789,2618,2583,2827,298,1371,2307,1819,2908,804,799,3158,822,790
3609	1	3	16	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,3301,3370,2343,3434,2061,1097,1092,2342,2214,2312,1652,1169,748,2323,2968,2330,2334,3100,2062,2340,2339,2345,2338,1145,3257,3098,1990,2998,2341,3421,3256,624,2224,857,3420,2185,3461,3229,1065,2243,2455
5028	1	2	12	1840,974,1869,2169,1728,3066,2173,1181,1806,3135,1870,1378,1730,2102,1738,2653,2119,962,2679,3059,2175,998,2074,3293,2346,2409,2120,3027,3225,50,246,576,503,564,759,1078,1225,1060,1094,1067,1065,1407,1192,2660,1755,1116,2261,106,1483,1093,842,964,1218,1137,2024,1413,1696,433,25,2985,1919,1056,1682,2892,2470,2097,2771,279,3110,561,36,1533,1,1231,1461,1651,1491,562,1400,1375,2757,2559,2803,2384,2813,1177,1424,61,1552,1236,456,986,430,3068,338,1030,1371,2764,1368,1528
2845	1	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,624,1040,1049,1797,813,1398,560,1060,1046,1157,2435,2261,1510,1045,1020,2738,1648,526,1612,461,1222,1078,953
